"","xcoord","ycoord","pforce","rf_furt","rf_bulg","rf_knowl","rf_verbl","rf_rfcmp","rf_vcact","rf_attir","rf_othsw","rf_vcrim"
"698",1020778,240430,1,0,0,0,0,0,0,0,1,0
"699",1005844,240453,4,0,4,0,0,0,0,0,0,4
"701",1015281,240459,2,0,0,0,0,0,0,0,0,2
"702",1017284,240464,1,0,0,0,0,0,0,0,0,0
"703",1019150,240476,2,0,0,0,0,0,1,0,0,0
"705",1015275,240502,1,0,0,0,0,2,0,0,0,0
"708",1014164,240519,1,1,1,0,0,0,0,0,0,1
"709",1013319,240531,1,0,0,0,0,0,0,0,0,0
"713",1012913,240553,1,0,0,0,0,0,0,0,0,0
"714",1021558,240558,1,0,0,0,0,0,0,0,1,0
"716",1019821,240595,1,1,0,1,0,0,0,0,1,0
"719",1033731,240638,2,0,0,0,0,0,0,0,1,2
"720",1020079,240641,1,0,0,0,0,0,0,0,1,1
"722",1014440,240645,1,0,0,0,0,0,1,0,0,1
"724",1005270,240674,1,0,0,0,0,0,0,0,0,0
"726",1021527,240695,2,0,0,0,0,0,0,0,0,0
"727",1020416,240701,3,0,0,0,0,0,0,0,3,0
"729",1014441,240714,2,0,0,0,0,0,0,0,0,2
"731",1020587,240732,2,0,2,0,0,0,0,0,1,1
"734",1020719,240758,1,1,0,0,0,0,0,0,0,1
"735",1020800,240769,1,0,0,0,0,0,0,0,0,0
"736",1013077,240795,1,0,0,0,0,0,0,0,0,1
"737",1021023,240809,2,0,0,0,0,0,0,0,2,0
"738",1013083,240814,1,0,0,0,0,0,0,0,0,0
"744",1004749,240880,3,0,1,0,0,0,0,0,0,0
"745",1022888,240882,1,0,0,0,0,0,0,0,0,0
"747",1006516,240907,2,2,0,0,0,0,0,0,0,0
"748",1021603,240912,3,2,1,0,0,0,0,0,0,0
"750",1021751,240942,1,0,0,0,0,1,0,0,0,0
"751",1015960,240988,4,4,0,0,0,0,0,0,0,0
"752",1025726,241003,1,0,0,0,0,0,0,0,1,0
"753",1008338,241010,1,1,1,0,0,0,0,1,2,1
"754",1014710,241016,1,1,0,0,0,0,0,0,1,0
"756",1010859,241026,3,2,0,0,0,2,0,0,0,0
"760",1006128,241071,1,0,0,0,0,0,0,1,0,1
"765",1017429,241149,1,0,0,0,0,0,0,0,0,0
"766",1012877,241159,1,0,1,0,0,0,0,0,0,0
"769",1017948,241204,1,4,1,0,0,3,0,0,0,1
"770",1007850,241218,3,4,1,1,0,0,0,0,0,3
"771",1008139,241234,1,2,0,0,0,1,0,0,0,0
"772",1018207,241234,1,1,0,0,0,0,0,0,1,0
"773",1012113,241267,1,0,0,1,0,0,0,0,1,0
"775",1007617,241317,2,2,0,0,0,0,0,0,0,2
"777",1019527,241348,1,2,0,0,0,0,0,0,3,0
"778",1025659,241359,1,1,0,0,0,1,0,0,2,0
"781",1007649,241385,2,2,0,0,0,0,0,0,0,0
"782",1019802,241397,1,1,0,0,0,0,0,0,0,0
"785",1018703,241414,1,0,0,0,0,0,0,0,0,0
"786",1007383,241421,1,1,0,1,0,0,0,0,0,1
"789",1020315,241487,1,0,0,0,0,0,0,0,0,0
"790",1009004,241514,3,3,3,0,0,0,0,3,3,0
"791",1006065,241543,1,1,0,0,0,1,0,0,1,0
"792",1018676,241545,1,0,0,1,0,0,0,0,0,0
"793",1007141,241554,3,2,2,0,0,1,0,1,0,3
"794",1008292,241571,1,1,0,0,0,0,0,0,0,1
"795",1032598,241603,1,0,0,0,0,1,1,1,1,1
"796",1009787,241618,1,2,0,0,0,0,0,0,2,0
"797",1025612,241623,1,0,0,0,0,0,0,0,0,0
"800",1003608,241656,2,2,0,0,0,0,0,0,0,0
"801",1008053,241673,2,2,0,0,0,0,0,0,1,0
"804",1008346,241686,3,11,2,3,0,3,2,2,1,0
"807",1019464,241704,1,0,0,0,0,0,0,0,0,0
"808",1012258,241723,1,0,0,0,0,0,1,0,0,1
"809",1014716,241733,1,1,1,0,0,0,0,1,1,1
"810",1014172,241737,1,1,1,0,0,0,0,0,0,1
"811",1006789,241748,1,0,0,0,0,0,0,0,0,0
"812",1007814,241775,6,5,0,3,0,2,0,0,0,2
"813",1006681,241801,1,1,0,0,0,0,0,0,0,0
"815",1012706,241820,1,1,0,0,0,0,0,0,0,0
"818",1018626,241859,1,0,0,0,0,0,0,0,0,0
"819",1008421,241868,2,2,0,0,0,1,1,0,0,2
"820",1007579,241875,2,2,0,0,0,0,0,0,0,1
"822",1010677,241911,2,0,1,0,1,1,0,0,2,1
"823",1007021,241916,1,0,0,0,0,0,0,0,0,1
"826",1008177,241943,2,2,0,0,0,0,1,0,0,0
"828",1024673,241993,1,1,0,0,0,1,0,0,0,0
"830",1030094,242032,1,0,0,0,0,0,0,1,0,0
"832",1008773,242041,2,2,0,1,0,0,0,0,0,3
"834",1022487,242044,2,0,0,0,0,0,0,0,2,0
"835",1008390,242057,1,1,0,0,0,0,0,0,0,1
"836",1003231,242072,2,2,0,0,0,0,0,0,0,0
"837",1006603,242087,1,1,0,0,0,0,1,1,0,0
"839",1023780,242102,1,1,0,0,0,1,0,0,0,1
"843",1007989,242164,1,0,0,0,0,0,0,0,1,0
"844",1010031,242187,1,0,0,0,0,0,0,0,1,1
"846",1011624,242194,1,0,1,0,0,1,0,1,0,0
"847",1003563,242217,1,1,0,1,0,0,0,0,0,0
"848",1008023,242241,1,0,0,0,0,0,0,0,1,2
"849",1006709,242261,3,1,0,0,0,0,0,0,0,0
"850",1003591,242274,5,1,1,0,0,4,0,0,0,0
"851",1006684,242275,2,0,0,0,0,2,0,0,2,0
"853",1018546,242290,1,0,0,0,0,0,0,0,0,1
"854",1008046,242292,6,6,0,0,2,4,0,1,0,0
"856",1007770,242308,4,0,0,2,0,0,0,0,1,1
"857",1011408,242310,8,3,0,4,0,1,0,1,4,4
"858",1021081,242320,1,1,1,0,0,0,0,0,0,0
"859",1018802,242336,3,1,0,0,0,1,0,0,0,1
"861",1006428,242389,3,1,0,1,0,0,0,0,0,2
"862",1012839,242402,1,0,0,0,0,0,1,0,0,0
"863",1009525,242406,1,0,1,0,0,1,0,0,0,0
"865",1011876,242454,2,0,0,0,0,0,0,0,2,0
"866",1019609,242482,1,0,0,1,0,0,0,0,0,0
"867",1010973,242491,1,1,0,0,0,0,0,0,0,1
"868",1008137,242505,1,0,1,0,0,0,1,1,1,0
"869",1007287,242526,1,1,0,0,0,0,0,0,0,1
"870",1007871,242538,1,1,0,0,0,0,0,0,0,1
"871",1031495,242545,1,0,0,0,0,0,1,0,0,1
"872",1017695,242597,1,0,1,0,0,0,0,0,0,0
"873",1008176,242598,1,0,1,1,0,0,0,0,0,0
"875",1012399,242606,1,1,0,0,0,1,0,0,0,0
"876",1007050,242630,1,2,0,1,0,0,1,0,0,1
"877",1010221,242648,4,3,0,1,0,0,0,2,0,1
"883",1024056,242689,1,1,0,0,0,0,0,0,1,0
"884",1010250,242703,1,0,0,0,0,1,0,0,0,0
"886",1003791,242739,1,1,0,0,0,0,0,0,0,0
"887",1003519,242745,1,0,0,1,0,0,0,0,0,1
"888",1005918,242774,1,0,0,0,0,0,0,0,0,1
"889",1009381,242787,1,1,1,0,0,0,0,0,0,0
"893",1009399,242831,1,1,0,0,0,0,1,0,0,0
"894",1010603,242831,1,0,0,0,0,0,0,0,1,0
"895",1012075,242857,1,0,1,0,0,0,0,0,0,0
"896",1004996,242870,1,1,1,0,0,0,1,0,1,0
"897",1010081,242876,1,1,3,1,0,0,0,1,1,0
"898",1008027,242878,1,1,0,0,0,0,0,0,0,1
"900",1008325,242923,2,2,3,0,0,0,0,0,0,0
"901",1025377,242930,2,1,0,0,0,1,0,0,1,1
"902",1007197,242947,1,1,0,0,0,0,0,0,0,1
"904",1010366,242992,1,0,0,0,0,0,0,0,1,0
"905",1004689,243002,2,1,1,0,0,1,0,0,0,0
"906",1003637,243020,4,0,0,0,0,0,0,0,0,4
"907",1009716,243024,1,0,0,0,0,0,0,0,1,0
"908",1008374,243025,1,0,0,0,0,0,0,0,0,1
"910",1007672,243030,3,1,0,0,0,0,0,0,0,0
"912",1009207,243050,1,1,1,0,0,0,0,0,0,0
"913",1015021,243050,1,1,1,0,0,0,0,1,0,0
"915",1018323,243096,1,1,0,0,0,0,0,1,1,0
"916",1004449,243104,1,5,3,1,0,0,3,0,0,1
"917",1007469,243106,1,0,0,0,0,0,0,0,0,1
"918",1018399,243107,1,1,0,0,1,1,0,0,0,0
"919",1003946,243109,1,1,0,0,0,0,0,0,0,1
"920",1009517,243117,1,0,0,0,0,0,0,1,0,0
"922",1018509,243130,1,0,0,0,0,0,0,0,0,0
"925",1007366,243161,1,0,0,0,0,0,0,0,1,0
"926",1004309,243167,7,4,3,0,1,1,2,0,0,2
"927",1007312,243183,2,1,0,0,0,0,1,0,3,1
"928",1010450,243189,1,0,0,0,0,0,0,0,1,1
"929",1004234,243196,1,1,0,0,0,0,0,0,0,0
"930",1018912,243198,1,0,0,0,0,0,0,0,0,0
"931",1009273,243207,3,1,0,0,0,0,1,1,2,1
"932",1017854,243216,1,1,0,0,0,0,0,0,1,0
"934",1010806,243234,5,6,0,0,0,6,0,0,5,0
"936",1012453,243248,2,1,0,0,0,1,1,0,0,0
"937",1004836,243259,3,4,1,0,0,1,0,0,1,0
"938",1025502,243265,1,0,0,0,0,0,0,0,0,0
"939",1010485,243271,3,1,0,0,0,1,0,1,2,0
"940",1010491,243271,2,2,1,0,0,0,0,0,0,0
"942",1004025,243286,4,1,4,1,0,0,0,0,0,0
"944",1003522,243318,2,1,2,0,0,0,0,0,0,1
"945",1007022,243322,1,1,0,0,0,0,1,0,0,0
"946",1019719,243343,1,0,0,0,0,0,0,0,1,0
"948",1003792,243378,3,3,0,0,0,0,1,0,0,2
"950",1006870,243393,1,0,0,0,0,0,0,0,1,1
"951",1017761,243396,1,0,0,0,0,0,0,0,0,0
"952",1020240,243433,1,1,1,0,0,0,0,0,1,0
"953",1010554,243434,2,2,1,0,0,0,0,2,1,2
"954",1004360,243448,2,2,0,0,1,1,0,0,0,0
"955",1009670,243470,1,2,0,1,0,0,0,0,2,1
"956",1022146,243475,1,0,0,0,0,0,0,0,0,0
"958",1009677,243484,3,1,0,0,0,1,0,0,2,0
"959",1007725,243503,2,2,0,0,0,0,0,0,0,0
"960",1008585,243507,2,1,0,1,0,0,0,0,2,0
"961",1004981,243508,1,1,0,0,0,0,0,0,0,0
"962",1010948,243509,5,1,1,1,1,0,0,1,0,1
"964",1034027,243556,1,0,0,0,0,1,0,0,1,1
"966",1018836,243579,2,0,0,0,0,0,0,0,2,1
"967",1003633,243584,1,2,0,0,0,1,0,1,0,0
"969",1017956,243586,1,0,0,0,0,0,0,0,1,0
"971",1009731,243613,3,0,0,0,0,0,0,1,2,0
"972",1004452,243620,1,0,1,0,0,0,0,0,0,1
"973",1015292,243652,1,0,0,0,0,0,0,0,0,1
"975",1004285,243690,2,2,0,2,0,0,0,0,0,0
"976",1025970,243698,3,2,0,0,0,2,2,0,0,2
"977",1005103,243703,1,2,2,0,0,0,1,1,1,2
"979",1008105,243721,1,1,0,1,0,0,0,0,0,1
"980",1004213,243725,1,2,1,0,0,0,0,1,0,0
"982",1034600,243740,2,0,0,0,0,0,0,0,2,0
"983",1014123,243770,1,0,0,0,0,0,0,0,0,1
"985",1011087,243777,1,0,0,0,0,0,0,0,1,0
"986",1010708,243780,1,1,0,0,0,0,0,0,0,0
"991",1003758,243813,1,0,1,0,0,0,0,0,0,0
"992",1003984,243824,1,0,0,0,0,1,0,0,0,0
"993",1011117,243843,2,2,0,1,0,1,1,0,0,2
"994",1007411,243852,2,0,1,0,0,1,0,0,2,0
"997",1009029,243859,1,1,0,0,0,1,0,0,0,0
"998",1013416,243863,1,0,1,0,0,0,0,1,0,0
"999",1005731,243904,1,0,0,0,0,0,0,0,0,1
"1001",1014727,243921,2,0,0,0,0,0,0,0,0,2
"1002",1009873,243953,1,0,0,0,0,0,0,1,0,0
"1003",1004313,243967,1,0,1,0,0,0,0,0,0,0
"1005",1025146,244016,2,1,1,1,0,0,0,0,1,0
"1006",1003931,244041,1,1,1,0,0,1,0,0,1,0
"1007",1007951,244044,3,1,0,0,0,0,0,0,3,0
"1009",1026570,244060,1,1,0,0,0,0,0,0,0,0
"1013",1010829,244080,2,0,0,0,0,0,2,0,0,2
"1015",1009957,244123,3,1,0,0,0,0,0,0,1,1
"1016",1030238,244132,1,0,0,0,0,1,1,0,0,1
"1018",1027377,244151,1,1,0,0,0,0,0,0,1,0
"1019",1015805,244156,1,0,0,0,0,0,0,0,1,0
"1020",1009210,244157,1,0,0,0,0,0,1,0,0,1
"1021",1010868,244171,2,0,0,0,0,0,0,2,0,0
"1022",1026676,244181,8,8,0,0,0,0,4,8,0,8
"1024",1015085,244196,1,1,0,0,1,1,0,0,1,1
"1026",1004076,244229,2,0,3,0,0,0,0,0,0,0
"1028",1026742,244258,3,0,0,0,1,1,0,0,2,1
"1030",1010913,244263,1,0,0,0,0,0,0,0,1,0
"1031",1015568,244263,1,0,0,0,0,0,0,0,1,0
"1032",1008123,244271,2,3,0,1,0,1,0,0,0,2
"1033",1010911,244273,2,0,0,0,0,0,0,2,0,0
"1034",1009255,244278,1,1,0,0,0,0,0,0,0,1
"1035",1005474,244285,1,0,0,0,0,0,0,0,0,0
"1036",1032439,244289,1,0,0,0,0,0,1,1,0,0
"1037",1009713,244297,7,2,0,1,1,1,0,0,4,3
"1038",1019808,244335,1,0,0,0,0,0,0,0,0,0
"1040",1014748,244365,1,0,0,0,0,0,0,0,1,0
"1041",1006286,244384,1,1,0,0,0,0,0,0,0,1
"1042",1026423,244405,1,2,1,0,0,2,0,0,2,0
"1044",1010098,244419,5,4,0,1,0,0,1,0,3,0
"1049",1011930,244473,1,1,1,0,0,0,0,0,0,0
"1051",1004279,244490,2,0,0,0,0,0,2,0,0,0
"1052",1025070,244539,3,0,0,0,0,2,2,0,1,3
"1053",1008769,244547,2,3,2,2,0,1,0,0,2,1
"1054",1007578,244549,1,0,0,0,0,0,0,0,1,1
"1055",1029209,244588,4,0,0,0,0,0,4,4,0,4
"1057",1020710,244616,1,0,0,0,0,0,0,0,0,0
"1058",1028135,244640,1,0,0,0,0,0,1,0,1,1
"1059",1025700,244713,2,2,0,0,0,2,0,0,0,0
"1060",1007239,244716,1,1,0,0,0,0,0,0,0,1
"1062",1020203,244736,1,0,0,1,0,1,0,0,0,0
"1063",1020964,244740,1,1,0,0,0,1,1,0,0,0
"1064",1008360,244745,1,0,0,0,0,0,0,0,1,0
"1065",1026727,244747,1,1,0,0,0,1,0,0,0,0
"1066",1008875,244776,1,0,0,0,0,1,0,0,0,1
"1067",1012069,244810,1,1,0,0,0,1,0,0,0,0
"1068",1006712,244826,1,0,0,0,0,0,0,0,1,0
"1069",1033221,244833,1,0,0,0,0,0,1,0,0,0
"1073",1032422,244903,4,0,0,0,0,4,4,4,0,0
"1074",1006157,244915,2,0,0,0,0,0,0,2,0,2
"1075",1027351,244927,1,1,0,0,0,0,0,0,0,0
"1076",1007374,244940,2,2,0,0,0,0,0,0,2,2
"1077",1030999,244966,1,0,0,0,0,0,0,0,1,0
"1078",1026465,244977,1,0,1,0,0,0,0,0,0,0
"1079",1020953,244991,1,0,0,0,0,0,1,0,0,1
"1080",1007419,245007,1,0,0,0,0,0,0,0,0,0
"1082",1044177,245018,4,0,0,0,0,0,0,0,0,4
"1084",1026992,245049,1,1,1,1,0,1,0,1,0,2
"1085",1021139,245062,1,0,0,0,0,0,1,0,1,0
"1087",1027031,245098,2,1,0,0,0,0,0,0,2,0
"1088",1026579,245113,3,0,0,0,0,0,0,0,3,0
"1090",1007509,245160,1,3,0,0,0,0,2,0,0,2
"1091",1004632,245169,1,1,0,0,0,0,0,1,0,0
"1092",1025557,245193,1,0,0,0,0,0,0,0,0,1
"1094",1010430,245242,4,2,0,0,1,1,1,0,1,0
"1095",1008285,245256,2,1,0,0,0,0,0,0,2,0
"1097",1025458,245278,3,3,0,0,0,0,0,0,0,0
"1099",1026675,245331,1,0,1,0,0,1,1,1,0,1
"1100",1008313,245340,1,1,0,0,0,0,0,0,0,1
"1102",1027267,245362,1,0,0,0,0,0,0,0,0,1
"1103",1017356,245369,1,2,1,0,0,1,0,0,0,0
"1104",1026812,245378,1,0,0,0,0,1,1,0,0,1
"1107",1005981,245427,2,1,2,0,1,0,0,0,1,0
"1109",1026541,245445,1,1,0,0,0,0,0,0,1,0
"1111",1007998,245528,1,1,0,0,0,1,0,0,0,0
"1112",1008734,245544,1,1,0,0,0,0,0,0,0,1
"1113",1025136,245571,2,1,0,0,0,0,0,0,2,0
"1117",1005501,245608,3,0,0,0,0,0,0,3,3,0
"1119",1019444,245654,3,1,1,0,0,0,0,1,5,2
"1120",1008406,245663,1,1,0,0,0,0,0,0,0,1
"1121",1012148,245681,1,0,0,0,0,0,1,0,1,0
"1122",1031360,245699,1,0,1,0,0,0,0,0,0,0
"1124",1031629,245710,1,0,0,0,0,1,0,0,0,1
"1127",1021752,245738,2,2,0,0,0,0,0,0,0,0
"1128",1020546,245739,2,0,2,0,0,0,0,0,0,0
"1129",1020195,245767,1,0,0,0,0,0,0,0,0,1
"1130",1028231,245780,1,0,0,0,0,0,0,1,0,0
"1131",1026792,245826,3,0,0,0,0,0,0,0,0,0
"1132",1020783,245835,4,0,0,0,0,0,0,4,0,0
"1133",1031330,245837,1,1,0,0,0,1,1,0,0,0
"1135",1005044,245866,1,2,1,1,0,1,0,0,0,0
"1140",1021175,245925,1,0,0,0,0,0,0,0,0,1
"1144",1005394,245935,1,0,0,0,0,0,0,0,0,1
"1149",1005133,246020,1,1,0,0,0,0,0,1,0,0
"1155",1005674,246113,2,0,0,0,0,0,0,0,2,1
"1157",1013551,246128,1,0,0,0,1,1,0,0,0,0
"1158",1010527,246151,1,0,0,0,0,0,0,0,1,0
"1159",1024272,246164,1,0,0,0,0,0,0,0,0,0
"1161",1004745,246204,1,1,0,0,0,0,0,0,0,2
"1162",1005825,246210,1,1,1,0,0,0,0,0,0,0
"1163",1005241,246219,1,1,0,0,0,0,0,0,0,1
"1166",1010535,246250,2,2,0,0,0,0,0,0,0,0
"1167",1010869,246272,1,0,1,0,0,0,0,0,0,0
"1170",1017958,246292,1,0,1,0,0,0,0,0,1,1
"1171",1010025,246298,2,1,0,0,0,0,1,0,0,1
"1173",1031654,246310,1,0,0,0,0,0,0,0,1,0
"1174",1005885,246334,1,0,0,0,0,1,0,0,0,0
"1176",1025507,246350,3,0,0,0,0,3,0,0,0,0
"1178",1006947,246405,1,1,0,0,0,0,0,0,0,1
"1180",1010929,246421,2,2,0,0,0,0,0,0,0,2
"1181",1024905,246447,1,0,0,0,0,1,0,0,0,0
"1183",1008612,246492,1,0,0,0,0,0,1,0,0,2
"1184",1029359,246504,1,1,0,0,0,1,1,1,0,1
"1186",1007645,246550,1,1,0,0,0,0,0,0,0,0
"1192",1021208,246602,1,0,1,0,0,0,0,0,0,0
"1193",1020789,246627,2,2,0,1,0,0,0,0,0,0
"1197",1010049,246653,2,2,1,0,1,1,2,0,0,2
"1198",1006375,246656,1,1,0,1,0,0,0,0,0,0
"1201",1005358,246668,1,2,0,0,0,0,2,0,0,0
"1204",1016553,246720,1,1,0,0,0,1,0,0,1,0
"1208",1005297,246796,2,0,0,0,0,0,0,0,2,0
"1209",1006111,246803,3,3,1,0,0,1,0,0,0,2
"1210",1026920,246817,1,0,0,0,0,0,0,0,1,1
"1211",1005538,246818,1,1,0,0,0,0,0,0,0,1
"1212",1017883,246820,1,0,0,0,0,0,0,0,2,0
"1215",1011111,246850,2,2,0,0,0,0,0,1,0,1
"1217",1007902,246875,1,0,0,0,0,0,0,0,0,1
"1218",1022079,246887,1,1,0,0,0,0,0,0,0,0
"1220",1033170,246907,1,0,1,0,0,0,1,0,1,1
"1223",1020525,246946,2,2,1,1,0,0,0,0,1,1
"1226",1016992,247008,1,0,0,0,0,0,0,0,1,0
"1227",1014599,247020,1,0,0,0,0,0,0,0,1,0
"1229",1017518,247040,1,0,0,0,0,0,0,0,1,0
"1230",1009826,247051,2,2,0,0,0,0,0,0,0,2
"1233",1007101,247117,2,1,0,1,0,0,0,0,1,0
"1234",1016809,247125,1,0,0,0,0,0,0,0,0,0
"1235",1020901,247132,1,0,0,0,0,0,0,0,0,1
"1236",1023036,247177,2,0,0,0,0,2,0,0,0,2
"1240",1009834,247208,1,0,0,0,0,0,0,0,0,0
"1242",1017234,247239,1,0,0,0,0,0,0,0,1,0
"1244",1016428,247247,1,1,0,0,0,1,0,0,2,2
"1245",1024922,247275,3,0,3,0,0,0,0,0,0,0
"1249",1025077,247363,1,0,0,0,0,0,0,0,0,0
"1251",1008116,247427,1,0,0,0,0,0,0,0,0,1
"1252",1030904,247429,1,0,0,0,0,0,0,1,0,0
"1253",1021517,247436,2,2,0,0,0,2,0,0,0,0
"1255",1011163,247458,1,0,1,0,0,0,0,0,0,0
"1256",1014131,247458,2,3,1,0,0,2,0,0,0,0
"1258",1024813,247464,1,1,0,0,0,0,0,0,0,0
"1260",1032532,247487,1,1,1,0,1,1,0,1,0,0
"1262",1017410,247507,1,0,0,0,0,1,0,0,0,0
"1266",1030817,247597,2,2,1,0,0,0,1,1,0,1
"1269",1026241,247648,1,0,0,0,0,0,0,0,1,0
"1272",1031725,247668,3,0,2,3,0,2,2,0,1,2
"1275",1031052,247744,2,0,1,2,0,2,2,2,2,2
"1276",1012975,247755,1,1,0,0,0,0,1,0,1,0
"1278",1021421,247782,1,1,1,0,0,0,0,0,0,0
"1279",1021412,247792,1,1,0,0,0,0,0,0,0,0
"1281",1011526,247828,1,0,0,0,0,0,0,0,1,0
"1284",1006998,247894,1,0,0,0,0,1,1,0,0,1
"1286",1030653,247909,3,3,0,3,0,0,0,0,0,0
"1288",1014976,247931,1,0,0,0,0,0,0,0,0,0
"1289",1029855,247945,2,0,0,0,0,0,0,0,2,0
"1290",1024520,247949,1,0,0,0,1,1,0,0,0,0
"1291",1009629,247952,1,0,0,0,0,0,0,0,0,1
"1293",1013611,247977,1,0,1,0,0,0,0,0,0,0
"1295",1020850,247992,1,0,0,0,0,0,0,1,1,0
"1296",1010707,248016,2,1,0,0,0,0,0,0,0,1
"1297",1010638,248020,3,3,2,0,0,1,0,0,0,0
"1298",1014830,248022,1,0,0,0,0,0,0,0,0,0
"1301",1030906,248029,1,0,0,0,0,0,0,1,1,0
"1302",1030110,248042,1,0,1,0,0,0,0,0,0,0
"1304",1014314,248052,1,1,1,0,0,0,0,0,0,0
"1310",1011642,248112,3,3,3,0,0,0,0,1,0,1
"1311",1010911,248140,1,2,0,0,0,0,0,0,2,2
"1312",1021433,248145,1,1,0,0,0,0,0,0,0,0
"1313",1011459,248161,4,0,0,0,0,0,0,0,1,1
"1314",1021567,248183,1,0,0,0,0,1,0,0,0,0
"1317",1022926,248228,1,1,1,0,0,0,0,0,0,0
"1319",1011511,248284,1,1,0,0,0,0,0,0,0,1
"1320",1007436,248286,1,1,1,0,0,0,1,0,1,0
"1322",1024012,248293,2,0,2,0,0,0,0,0,0,0
"1324",1024079,248329,1,0,0,0,0,0,0,0,0,0
"1325",1009219,248333,2,2,0,0,0,0,0,0,0,0
"1326",1030883,248367,1,0,0,0,0,1,1,0,0,1
"1327",1010244,248385,1,2,3,0,0,1,0,0,1,0
"1328",1006894,248425,1,1,1,0,0,0,0,0,0,0
"1330",1025412,248481,1,2,0,0,0,0,0,0,0,0
"1332",1015193,248585,2,2,1,0,0,0,0,0,0,0
"1336",1020435,248705,1,0,0,0,0,1,0,0,0,0
"1339",1007213,248747,3,3,0,0,0,0,0,3,0,0
"1342",1010257,248767,1,1,0,0,0,0,1,0,0,0
"1345",1011960,248837,1,1,0,0,0,0,0,0,0,1
"1346",1009699,248848,1,1,0,0,0,0,0,0,0,0
"1347",1023365,248873,1,1,1,0,0,0,0,0,0,0
"1348",1014039,248920,1,0,0,0,0,0,0,0,1,0
"1349",1011141,248995,3,3,0,0,0,0,0,0,0,1
"1350",1021087,249005,1,1,0,0,0,0,0,0,0,0
"1352",1011718,249007,1,1,1,0,0,0,0,0,0,1
"1353",1008702,249016,7,0,0,7,0,0,7,0,0,7
"1355",1012327,249083,1,0,0,0,0,1,0,0,0,1
"1356",1027161,249085,1,0,0,0,0,0,0,0,0,1
"1357",1025370,249101,1,0,0,0,0,0,0,0,1,0
