"","xcoord","ycoord","pforce","rf_furt","rf_bulg","rf_knowl","rf_verbl","rf_rfcmp","rf_vcact","rf_attir","rf_othsw","rf_vcrim"
"1358",1012107,249138,2,0,0,0,0,0,0,0,2,1
"1359",1009428,249139,1,0,0,0,0,0,0,0,0,1
"1360",1007640,249147,1,1,0,0,0,0,0,0,0,0
"1361",1029703,249171,1,0,0,0,0,1,0,0,1,0
"1366",1007071,249381,1,1,1,0,0,1,0,0,0,0
"1367",1010643,249400,2,0,0,2,0,0,0,0,0,0
"1370",1024371,249469,1,0,0,0,0,0,0,0,0,1
"1371",1011314,249478,1,1,1,0,0,0,0,0,0,0
"1372",1010717,249520,1,0,1,0,0,0,0,0,0,0
"1373",1016391,249523,1,0,0,0,0,0,0,0,0,0
"1375",1022405,249542,1,0,0,0,0,0,0,0,1,0
"1381",1020830,249724,5,1,4,0,0,1,0,0,2,0
"1384",1021632,249745,2,0,0,0,0,0,3,3,0,0
"1385",1012116,249791,3,3,1,1,0,2,1,1,1,1
"1388",1022671,249820,1,0,0,0,0,0,0,0,1,0
"1389",1021630,249843,1,1,0,1,0,0,0,0,1,0
"1390",1021371,249849,1,0,0,1,0,0,0,0,0,0
"1391",1006269,249855,1,0,0,0,0,0,0,0,0,1
"1392",1021111,249855,1,0,1,0,0,0,0,0,0,0
"1393",1020567,249866,1,0,1,0,0,0,0,0,0,0
"1394",1016247,249898,1,1,0,0,0,0,0,0,0,1
"1395",1015996,249910,1,1,1,0,0,0,0,1,0,0
"1396",1016540,249911,1,0,1,0,0,0,0,0,0,0
"1397",1014698,249918,2,2,1,0,2,1,2,0,0,0
"1398",1016269,249937,1,0,0,0,0,0,0,0,0,0
"1399",1008278,249953,1,0,1,0,0,0,0,0,0,0
"1402",1009315,249995,5,4,1,0,0,1,0,0,0,3
"1406",1016586,250022,1,0,1,0,0,0,0,0,0,0
"1407",1022419,250051,1,0,1,0,0,0,0,0,0,0
"1408",1027641,250071,1,1,0,0,0,1,0,0,0,0
"1411",1009376,250095,1,1,0,0,0,0,0,0,0,0
"1412",1023839,250110,1,1,0,0,0,0,1,0,0,0
"1413",1010365,250117,1,0,1,0,0,0,0,0,0,0
"1418",1020444,250325,2,2,2,0,0,2,0,0,0,0
"1420",1015355,250352,2,0,0,0,0,0,0,0,0,2
"1423",1009792,250362,3,2,0,1,0,0,3,0,0,3
"1426",1014381,250399,1,0,1,0,0,1,0,0,0,0
"1427",1009305,250411,2,0,0,0,0,0,0,0,2,2
"1428",1007824,250419,1,0,0,1,0,0,0,0,0,1
"1431",1021121,250463,1,1,0,0,0,0,0,0,0,0
"1432",1021642,250472,1,0,0,0,0,0,0,0,1,0
"1435",1031310,250495,1,0,0,0,0,1,0,0,1,0
"1436",1023017,250501,1,1,1,0,0,0,0,0,0,0
"1437",1009656,250502,1,0,0,0,1,0,1,0,0,0
"1438",1014672,250512,1,0,0,0,0,0,0,0,0,1
"1443",1014314,250555,1,0,0,0,0,0,0,0,1,0
"1447",1020848,250624,1,0,0,0,0,1,0,0,1,1
"1449",1008817,250725,3,3,0,0,0,0,0,0,0,0
"1453",1008855,250770,1,1,1,0,0,0,0,0,0,0
"1454",1013322,250792,1,1,0,0,0,0,0,0,1,0
"1455",1030460,250793,1,1,0,0,0,0,1,0,0,1
"1456",1024988,250798,1,1,1,0,0,0,0,0,1,0
"1462",1023151,250905,2,0,2,0,0,0,0,0,0,0
"1463",1020857,250907,1,0,1,0,0,0,0,0,0,0
"1465",1025214,250928,1,1,0,0,0,0,0,0,0,0
"1466",1024265,250968,1,2,0,0,0,0,0,0,1,1
"1469",1020854,251064,2,0,0,0,0,2,0,0,2,2
"1470",1014465,251092,1,0,1,0,0,0,0,0,0,0
"1473",1010722,251115,2,0,0,0,0,0,2,0,0,0
"1474",1007158,251123,1,1,0,0,0,0,1,0,1,0
"1477",1021137,251171,2,0,0,0,0,0,0,0,2,0
"1480",1021145,251285,1,1,0,0,0,1,0,0,0,1
"1482",1012658,251344,2,2,0,0,2,0,0,0,1,0
"1483",1007158,251345,1,0,0,0,0,0,0,0,0,0
"1486",1011218,251388,1,1,0,0,0,0,0,1,0,0
"1488",1012497,251415,1,0,1,0,0,0,0,0,0,0
"1489",1021667,251422,5,5,0,0,0,5,0,0,0,0
"1492",1022709,251466,1,0,0,0,0,1,0,0,0,0
"1495",1012171,251565,1,0,0,0,0,0,0,0,0,1
"1496",1011927,251675,1,0,0,0,0,0,0,0,0,0
"1497",1026694,251676,2,0,1,0,0,0,0,0,0,0
"1498",1011264,251679,2,2,0,0,0,0,0,2,0,2
"1500",1011653,251798,1,1,0,0,0,0,0,0,0,0
"1502",1021853,251873,1,0,0,0,0,0,0,0,1,0
"1507",1013914,251916,1,0,0,0,0,0,0,0,0,1
"1509",1019941,251968,1,0,1,0,0,0,0,0,0,0
"1512",1010273,252117,2,1,0,0,0,1,0,0,2,1
"1517",1012643,252165,1,1,0,0,0,0,0,0,0,0
"1519",1014367,252206,1,0,0,0,0,0,0,0,0,1
"1522",1019966,252223,1,0,0,0,0,0,0,0,0,0
"1523",1010939,252250,1,0,0,0,0,1,0,0,0,0
"1524",1010639,252289,1,0,0,0,0,0,1,0,0,0
"1530",1012457,252402,2,2,0,0,0,0,0,0,0,0
"1531",1013706,252402,1,1,0,0,0,0,0,0,1,0
"1534",1021332,252474,1,3,0,1,0,2,0,1,0,0
"1539",1021695,252485,2,0,0,0,0,0,0,0,0,0
"1540",1022491,252500,1,0,0,1,0,0,0,0,0,1
"1546",1012783,252612,1,2,1,0,0,0,0,0,1,2
"1548",1028253,252629,1,0,0,0,0,1,0,0,0,0
"1549",1014366,252640,1,0,0,0,0,0,0,0,0,1
"1550",1013514,252646,4,1,4,0,0,1,0,0,1,0
"1551",1010518,252663,1,0,0,0,0,0,0,0,0,1
"1553",1014195,252682,1,1,1,0,0,0,0,0,0,0
"1554",1020011,252684,1,0,0,0,0,1,0,0,1,0
"1555",1023309,252693,3,3,2,0,0,2,1,0,0,0
"1559",1013900,252723,2,0,0,0,0,0,0,0,0,4
"1560",1012830,252768,3,0,0,0,0,0,0,0,0,4
"1561",1013968,252807,2,2,0,1,0,1,0,1,1,0
"1562",1023311,252810,1,0,0,1,0,0,0,0,0,0
"1563",1011207,252824,3,2,0,0,0,1,0,1,0,2
"1564",1011787,252854,1,0,0,0,0,0,0,0,1,0
"1567",1010905,252967,1,0,0,0,0,0,0,0,0,0
"1572",1023164,253070,1,0,0,1,0,0,0,0,0,1
"1578",1021445,253106,1,1,0,0,0,0,0,0,0,0
"1579",1021095,253114,1,1,0,0,0,1,0,0,0,0
"1580",1020699,253124,1,0,0,0,0,0,0,0,0,0
"1584",1014295,253237,2,0,1,0,0,0,0,0,2,0
"1585",1023633,253238,1,1,1,0,0,0,0,0,0,0
"1586",1028534,253260,1,0,0,0,0,0,0,0,0,0
"1588",1008368,253290,2,2,0,0,0,0,0,0,0,0
"1589",1014187,253299,1,2,2,0,0,1,1,1,0,2
"1591",1013641,253380,1,1,0,0,0,0,0,0,0,1
"1597",1014316,253469,1,1,0,0,0,1,1,0,1,1
"1598",1011202,253486,1,1,0,0,0,0,0,0,0,0
"1602",1011276,253604,1,1,0,0,0,0,0,0,0,1
"1603",1010992,253610,1,0,0,0,0,0,0,0,0,1
"1604",1013521,253712,2,2,0,0,0,0,0,0,0,0
"1605",1012311,253724,2,0,1,0,0,0,0,0,0,2
"1606",1023511,253739,5,0,0,4,0,0,3,0,1,5
"1607",1014828,253744,1,1,1,0,0,0,1,0,1,1
"1609",1012238,253772,1,1,0,0,0,0,0,0,2,1
"1610",1021459,253786,1,0,1,0,0,0,0,0,0,0
"1611",1021201,253791,1,0,0,1,0,1,1,1,1,1
"1615",1014631,253884,1,1,0,0,0,0,0,0,0,0
"1617",1028024,253925,3,3,0,0,0,0,0,0,0,0
"1619",1020086,253942,2,0,1,0,0,0,0,0,2,0
"1624",1033546,253977,2,0,0,0,1,0,0,0,0,2
"1627",1023070,254059,1,1,1,0,0,1,0,0,0,0
"1629",1012276,254082,1,1,1,0,0,1,0,0,0,0
"1634",1014313,254123,3,2,1,1,0,1,0,0,3,2
"1637",1029854,254326,1,0,0,0,0,0,0,0,1,0
"1639",1013989,254388,1,0,0,0,0,0,0,0,0,0
"1643",1033522,254480,1,0,0,0,0,0,0,0,0,0
"1646",1027298,254542,3,0,3,0,0,0,0,0,0,0
"1647",1026777,254554,2,0,2,0,0,0,0,0,0,0
"1648",1009562,254560,1,0,1,0,0,0,1,0,0,0
"1650",1020091,254579,1,1,0,0,0,0,0,1,0,0
"1655",1020937,254605,1,0,0,1,0,0,0,1,0,1
"1656",1021219,254612,1,1,0,0,0,1,0,0,0,0
"1658",1021739,254628,1,1,1,0,0,0,0,0,0,0
"1662",1023080,254638,2,1,0,0,0,2,0,0,0,3
"1666",1020443,254721,1,0,1,0,0,0,0,0,0,0
"1668",1026517,254724,1,0,0,0,0,1,0,0,0,0
"1669",1038144,254732,2,2,0,0,0,0,2,0,0,2
"1672",1021745,254768,1,0,0,0,0,0,0,0,0,0
"1673",1021740,254787,1,0,0,0,0,1,0,0,4,0
"1675",1021746,254799,2,2,0,0,0,0,0,0,1,3
"1679",1013465,254827,1,1,1,0,0,0,0,0,0,0
"1681",1020088,254847,1,1,0,0,0,1,0,0,0,0
"1682",1021488,254898,1,0,0,0,0,0,0,1,0,0
"1683",1015129,254924,2,1,0,0,0,0,0,0,0,1
"1684",1022004,254964,1,1,0,0,0,1,0,0,0,0
"1687",1020948,255023,1,1,1,1,0,0,0,0,0,1
"1690",1013585,255031,1,1,1,0,0,0,0,0,0,0
"1695",1022731,255047,1,0,0,0,0,0,0,0,0,0
"1696",1022761,255080,3,1,0,0,0,1,2,0,0,2
"1703",1020949,255191,1,0,1,0,0,0,0,0,0,0
"1705",1015853,255202,1,0,0,0,0,0,0,0,0,1
"1707",1022920,255248,1,0,0,0,0,0,0,0,1,0
"1708",1020423,255276,1,0,1,0,0,0,0,0,0,0
"1714",1020422,255304,1,0,2,0,0,0,0,0,0,0
"1727",1022019,255478,1,0,1,0,0,0,0,0,0,0
"1729",1012067,255486,2,2,0,0,0,0,0,0,0,2
"1730",1013845,255488,3,3,1,0,0,0,0,1,2,2
"1736",1014934,255507,1,1,0,0,0,0,1,0,0,1
"1738",1020679,255508,2,1,1,1,0,1,0,0,0,0
"1744",1020070,255522,2,1,3,0,0,0,0,0,1,0
"1746",1011614,255632,1,2,0,0,0,0,0,1,1,0
"1747",1016387,255639,2,2,2,0,0,2,0,0,0,0
"1751",1020070,255661,1,0,0,0,0,0,0,1,1,0
"1759",1013301,255804,1,7,7,0,0,5,0,0,1,3
"1761",1011268,255820,1,0,0,0,0,0,0,0,1,0
"1764",1014058,255845,1,0,0,0,0,0,0,0,0,1
"1766",1020964,255891,2,0,0,2,0,0,0,0,0,0
"1768",1016781,255955,1,1,0,0,0,0,0,0,0,1
"1769",1032798,255966,1,1,0,0,0,0,0,0,0,0
"1772",1031599,256023,1,1,0,0,0,0,0,0,1,0
"1780",1024974,256073,2,0,0,0,0,0,0,0,0,0
"1783",1023632,256105,1,0,0,0,0,0,0,0,0,1
"1785",1013560,256165,1,0,0,0,0,0,0,0,0,1
"1788",1024466,256225,1,0,0,0,0,0,0,0,1,0
"1789",1024460,256247,1,0,1,0,0,1,0,0,1,0
"1791",1027071,256249,1,1,0,0,0,0,0,1,1,0
"1793",1013945,256276,1,1,0,0,0,0,1,0,0,0
"1794",1025748,256288,2,1,1,0,0,0,0,2,2,1
"1795",1014403,256319,1,2,2,1,0,0,0,0,0,0
"1797",1026959,256328,2,0,0,0,0,0,0,0,0,0
"1798",1011740,256343,1,0,0,0,0,0,1,0,0,1
"1799",1015459,256345,1,1,0,0,0,0,0,0,0,1
"1800",1020976,256373,1,0,0,0,0,0,0,0,0,0
"1801",1029573,256473,1,0,0,1,0,0,0,0,0,0
"1805",1014225,256575,1,3,1,0,0,0,1,1,0,2
"1807",1018231,256615,1,0,0,0,0,0,0,0,1,0
"1809",1018316,256674,3,0,3,0,0,0,0,0,0,1
"1810",1025137,256699,2,2,0,0,0,0,0,1,0,0
"1811",1024640,256710,3,1,2,0,0,1,1,0,0,1
"1820",1026280,256783,1,0,2,0,0,0,0,0,0,0
"1821",1021529,256784,1,1,0,0,0,0,0,0,0,0
"1823",1021309,256791,1,0,1,0,0,0,0,0,0,0
"1825",1020048,256819,1,0,0,0,0,0,0,0,1,0
"1829",1011283,257004,1,0,0,1,0,0,0,0,0,0
"1834",1025592,257115,1,1,0,0,0,0,0,0,0,0
"1835",1017973,257159,1,0,0,0,0,0,0,0,0,0
"1837",1017085,257207,1,0,1,0,0,0,0,0,0,0
"1838",1010613,257211,1,0,0,0,0,0,0,0,0,1
"1847",1015477,257492,1,2,0,0,0,0,0,0,0,0
"1848",1029431,257556,2,2,0,0,0,1,0,0,0,0
"1850",1017650,257603,1,0,0,1,0,0,0,0,0,1
"1852",1022178,257672,1,1,0,0,0,1,0,0,0,0
"1855",1024965,257717,2,2,0,0,0,0,0,0,0,0
"1856",1015558,257727,1,0,0,0,0,0,0,0,0,2
"1857",1017634,257744,1,2,0,0,0,0,1,0,0,0
"1858",1021014,257846,1,0,1,0,0,0,0,0,0,0
"1859",1025137,257892,1,0,0,0,0,0,0,0,0,1
"1860",1025162,257918,1,2,0,2,0,0,0,0,0,0
"1863",1027084,257998,1,1,0,0,0,0,0,0,0,0
"1864",1029792,258031,1,1,0,0,0,0,0,0,0,0
"1865",1015334,258069,1,0,0,0,0,0,0,0,0,1
"1866",1009366,258080,1,1,0,0,0,0,0,1,0,0
"1867",1021418,258099,2,1,0,0,0,2,0,0,2,0
"1868",1021324,258111,1,0,0,0,0,0,0,0,0,1
"1870",1021019,258157,1,0,0,1,0,0,1,1,0,0
"1871",1020811,258203,2,0,1,0,0,0,0,0,2,0
"1872",1020419,258211,1,1,0,0,0,0,1,0,0,0
"1877",1010735,258323,1,0,0,0,0,0,0,0,0,1
"1881",1021072,258544,1,0,0,0,0,0,0,0,1,0
"1884",1017669,258649,1,1,0,0,0,1,0,0,0,0
"1885",1018391,258671,1,0,0,0,0,0,0,0,1,0
"1886",1018643,258683,2,0,0,0,0,0,0,0,0,0
"1890",1017510,258766,2,2,0,0,0,2,0,0,0,2
"1892",1025255,258770,3,4,0,0,1,4,0,0,0,2
"1896",1029009,258817,1,0,0,0,0,0,0,0,1,0
"1900",1026987,258957,1,0,0,0,0,0,0,0,0,0
"1901",1031792,258969,1,0,1,0,0,0,1,1,0,1
"1902",1025246,258998,2,2,0,0,0,0,0,0,0,0
"1903",1021743,259013,1,1,0,0,0,0,0,0,0,0
"1904",1026662,259028,1,0,0,0,0,0,0,0,0,0
"1906",1023166,259089,2,2,2,0,0,0,0,0,0,0
"1908",1025477,259153,1,0,0,0,0,0,0,0,1,0
"1909",1007069,259193,1,0,0,0,0,0,0,0,2,0
"1912",1027301,259296,1,0,1,0,0,0,0,0,0,0
"1916",1025348,259365,1,1,0,0,0,0,0,0,0,0
"1918",1021380,259391,1,2,0,0,0,0,0,0,0,0
"1920",1024880,259406,2,0,0,0,0,0,2,0,0,2
"1921",1025880,259416,2,1,2,1,0,0,0,1,0,0
"1923",1012010,259448,1,0,0,0,0,0,1,0,1,1
"1927",1010580,259508,1,1,1,1,0,0,0,0,0,0
"1929",1018074,259543,2,2,0,0,0,2,0,0,2,0
"1931",1027599,259600,1,0,0,0,0,0,0,1,0,0
"1932",1022527,259623,1,4,2,2,0,0,0,0,1,1
"1933",1026683,259645,1,0,0,0,0,1,0,0,0,0
"1935",1018242,259664,2,0,0,0,0,0,0,0,2,0
"1936",1032524,259709,2,2,0,0,0,2,2,0,0,2
"1937",1021973,259718,1,4,0,0,0,0,0,0,0,0
"1938",1012052,259739,2,0,0,0,0,0,0,0,0,3
"1939",1017713,259756,5,0,0,0,0,0,0,0,0,0
"1941",1025086,259804,2,0,0,0,0,0,0,0,0,0
"1943",1016145,259815,1,0,0,0,0,0,0,0,1,1
"1945",1022555,259849,1,0,0,0,0,1,0,0,0,0
"1947",1008539,259911,1,1,0,0,0,0,0,0,0,0
"1949",1022066,260003,2,1,0,0,0,0,1,0,0,2
"1952",1023563,260040,1,1,0,0,0,0,0,0,0,0
"1957",1032117,260155,1,1,0,0,0,0,1,0,0,0
"1960",1016476,260192,1,0,2,0,0,0,0,0,0,0
"1961",1017932,260254,1,0,0,0,0,2,0,0,0,0
"1962",1022992,260281,1,1,0,0,0,0,1,0,0,0
"1963",1023670,260297,1,0,0,0,0,0,0,0,0,1
"1965",1032047,260313,1,0,1,0,0,1,0,0,0,0
"1969",1021874,260446,1,2,0,1,0,1,0,0,0,0
"1971",1025423,260470,1,1,0,0,0,0,1,0,0,0
"1974",1011122,260515,1,2,0,0,0,0,0,0,0,0
"1976",1023777,260554,2,3,1,0,0,1,0,0,0,1
"1977",1021485,260564,1,2,0,0,0,2,0,0,0,0
"1980",1022227,260595,1,1,0,0,0,0,0,0,1,0
"1982",1021971,260705,1,0,0,1,0,0,0,0,0,1
"1984",1011281,260827,4,0,0,0,0,5,0,0,0,0
"1987",1025631,260879,1,1,1,0,0,0,0,1,0,0
"1988",1022979,260887,4,0,0,0,0,0,0,0,0,3
"1989",1024831,261020,1,1,0,0,0,0,0,0,0,0
"1991",1026681,261058,1,0,0,0,0,0,0,0,0,0
"1993",1016550,261104,1,0,0,0,0,0,0,0,0,1
"1995",1026533,261139,1,0,0,0,0,0,0,0,1,0
"1999",1026430,261196,1,0,0,0,0,0,0,0,1,0
"2001",1025801,261217,1,1,0,0,0,0,0,0,1,0
"2002",1022187,261218,4,3,0,1,0,1,0,1,0,1
"2003",1026385,261221,1,0,0,0,0,0,0,0,1,0
"2006",1023463,261291,2,2,0,0,0,0,0,0,0,0
"2009",1026697,261377,1,0,0,0,0,0,0,0,2,0
"2011",1026040,261410,3,0,0,0,0,0,0,0,3,0
"2017",1026413,261527,2,1,1,0,0,1,0,0,1,0
"2018",1022782,261576,1,0,0,0,0,0,0,0,0,1
"2019",1022757,261580,2,0,0,0,0,0,0,0,0,2
"2020",1022655,261622,1,1,0,0,0,0,0,0,0,0
"2021",1032194,261627,2,0,0,0,0,0,0,0,0,2
"2025",1026075,261750,1,0,0,0,0,0,0,0,1,0
"2026",1011722,261759,1,1,0,0,0,0,0,0,1,1
"2027",1026947,261773,1,0,0,0,0,0,0,0,1,0
"2032",1017607,261810,1,1,0,0,0,0,0,0,1,0
"2033",1021234,261812,3,0,0,0,0,0,0,0,0,3
"2037",1026815,261916,4,1,1,0,0,0,0,0,7,0
"2038",1026834,261958,1,0,0,0,0,1,0,0,0,0
"2040",1027383,261982,6,2,0,0,0,0,0,2,6,0
"2041",1022508,261990,1,1,0,0,0,0,1,0,0,0
"2045",1024422,262096,1,1,0,1,0,0,0,0,0,0
"2046",1031838,262101,1,0,1,0,0,0,0,0,0,1
"2048",1027154,262130,1,0,0,0,0,0,0,0,1,0
"2049",1027164,262131,1,1,0,0,0,0,0,0,1,0
"2050",1025062,262134,2,0,0,0,0,0,2,0,0,2
"2051",1026274,262148,1,1,0,0,0,0,0,0,0,0
"2053",1027094,262171,1,0,0,0,0,0,0,0,1,0
"2054",1023518,262173,1,1,1,0,0,0,0,1,0,1
"2057",1026305,262216,2,0,0,0,1,0,0,0,0,1
"2059",1027007,262220,7,0,0,0,0,2,2,0,5,0
"2062",1026927,262254,1,0,1,0,0,0,0,0,0,0
"2063",1026897,262273,3,0,0,0,0,0,0,0,3,1
"2067",1026815,262308,1,0,0,0,0,0,0,0,2,0
"2069",1021715,262322,1,0,0,1,0,0,0,0,0,1
"2075",1026555,262417,1,1,0,0,0,0,0,0,0,0
"2076",1026415,262426,1,0,0,0,0,0,0,0,0,1
"2078",1023626,262429,1,1,1,0,0,0,0,0,0,0
"2081",1017978,262492,1,1,1,0,0,0,0,0,0,1
"2086",1027202,262542,1,1,0,1,0,1,1,0,0,0
"2087",1027129,262567,1,0,0,0,0,0,0,0,0,0
"2089",1010425,262579,1,0,0,1,0,0,0,0,0,0
"2090",1023258,262579,1,0,0,0,0,0,0,0,1,0
"2092",1028068,262584,1,1,2,0,0,0,0,0,1,0
"2093",1009918,262591,2,0,0,0,0,0,0,0,2,0
"2094",1026937,262597,1,0,0,0,0,0,0,0,1,0
"2095",1028062,262605,1,0,0,0,0,0,0,0,0,0
"2096",1024637,262611,1,0,1,0,0,0,0,0,0,0
"2097",1022451,262619,1,0,0,0,0,0,0,0,1,0
"2098",1023133,262631,1,0,0,0,0,1,0,0,0,0
"2099",1022380,262643,4,2,0,4,0,0,0,1,0,0
"2102",1028037,262690,1,0,0,0,0,0,0,0,1,0
"2104",1026541,262718,2,0,0,0,0,0,0,0,2,0
"2105",1022835,262759,2,1,1,0,0,0,0,1,0,1
"2109",1021929,262836,1,1,0,1,0,0,0,0,0,1
"2114",1030611,262929,2,2,0,0,0,2,0,0,0,0
"2117",1027949,263005,2,1,0,0,0,1,0,0,0,0
"2118",1022937,263018,1,0,0,0,0,0,0,1,0,0
"2119",1028198,263042,1,0,1,0,0,0,0,0,0,1
"2120",1022956,263056,1,1,0,0,0,0,0,0,0,1
"2121",1028980,263076,1,0,0,0,0,0,0,0,1,0
"2123",1023472,263095,1,2,1,0,0,1,0,0,1,0
"2124",1027115,263151,1,1,0,1,0,1,0,1,1,1
"2128",1023199,263210,1,0,0,0,0,0,0,0,1,0
"2131",1012345,263323,1,0,0,0,0,0,0,0,1,0
"2132",1024959,263383,1,5,0,0,0,0,0,0,1,0
"2137",1028007,263698,2,2,0,0,0,0,0,0,0,1
"2138",1027202,263734,1,1,0,0,0,0,0,0,0,1
"2140",1025175,263899,1,0,0,0,0,0,0,0,0,1
"2143",1022463,264124,1,0,0,1,0,0,0,0,1,0
"2144",1023090,264164,1,0,0,1,1,1,0,0,0,0
"2146",1028387,264188,1,1,0,0,0,0,0,0,0,0
"2149",1025921,264524,2,2,0,0,0,1,0,1,0,0
"2150",1022923,264534,1,0,0,0,0,0,0,0,1,0
"2153",1022884,265132,1,0,0,0,0,0,0,0,0,1
"2154",1024381,265139,1,1,0,0,0,0,0,0,0,0
"2156",1021972,265517,1,1,0,0,0,0,0,0,0,0
"2157",1018222,265545,1,0,0,0,0,0,1,0,0,0
"2161",1026828,265933,2,2,0,0,0,0,0,0,0,0
"2162",1027073,266004,2,2,0,0,0,0,0,0,0,0
"2163",1021001,266076,1,1,0,0,0,0,0,0,0,1
"2164",1027332,266080,1,0,0,1,0,1,0,0,0,0
"2165",1028043,266287,1,0,0,0,0,0,0,1,0,0
"2167",1026919,266544,1,1,0,0,0,0,0,0,0,0
"2168",1025582,266579,3,1,0,0,0,1,0,0,0,2
"2169",1024530,266641,4,1,2,1,0,0,0,1,0,1
"2170",1023326,266681,1,1,0,0,0,0,0,1,0,0
"2171",1023908,266726,1,0,0,1,0,0,0,0,0,0
"2172",1024229,266796,2,1,0,0,0,0,0,1,0,0
"2173",1027060,267011,1,0,0,0,0,1,0,0,0,1
"2174",1023783,267024,1,0,0,0,0,0,0,0,0,1
"2176",1027526,267147,2,0,0,0,0,0,1,1,0,2
"2177",1021510,267159,2,2,0,0,0,0,2,0,0,0
"2178",1024887,267203,1,2,0,0,0,0,0,0,0,0
"2179",1023332,267253,1,1,0,0,0,0,0,0,0,0
"2180",1023783,267503,1,0,0,0,0,1,0,0,0,0
"2181",1026624,267514,1,0,0,0,0,0,0,1,1,0
"2183",1024155,267642,1,0,0,0,0,0,0,0,0,0
"2186",1024834,267794,3,0,0,2,0,0,0,0,0,0
"2187",1026968,267880,4,0,0,0,0,0,2,2,0,2
"2188",1025287,267952,1,1,0,0,0,0,0,0,0,0
"2193",1026825,268362,1,1,1,0,0,0,0,1,0,0
"2194",1026269,268394,1,1,1,0,0,0,0,0,0,0
"2196",1025621,268476,5,1,0,2,0,1,0,0,0,3
"2197",1025333,268625,1,2,0,0,0,0,0,0,0,0
"2201",1025485,268872,1,0,0,0,0,0,0,0,0,1
"2203",1027085,268915,2,0,0,0,0,0,0,0,1,0
"2204",1024564,269092,2,0,0,0,0,0,2,0,0,0
"2205",1026402,269112,1,2,0,0,0,0,0,1,0,1
"2207",1025882,269298,1,2,0,0,0,0,0,0,0,0
"2208",1026202,269448,2,2,0,0,0,0,1,1,2,2
"2209",1012582,269489,2,1,0,0,0,0,0,0,0,0
"2212",1012846,269924,2,1,0,0,0,1,0,0,0,5
"2213",1012377,269947,1,0,1,0,0,0,0,0,0,0
